"Year","No","Title","Artist","trackid","spotifyartist","Acousticness"
2010,"24","""Not Afraid""","Eminem","7Ie9W94M7OjPoZVV216Xus","Eminem",0.513
2010,"25","""Replay""","Iyaz","5vlEg2fT4cFWAqU5QptIpQ","Iyaz",0.173
2010,"26","""Sexy Bitch""","David Guetta featuring Akon","6pL7puHxh1psrLzrAlobxQ","David Guetta",0.0762
2010,"27","""Breakeven""","The Script","38xWaVFKaxZlMFvzNff2aW","The Script",0.173
2010,"28","""Your Love Is My Drug""","Kesha","4AboqNl74jNDpJhPfqYDmj","Kesha",0.0049
2010,"29","""I Gotta Feeling""","The Black Eyed Peas","4vp2J1l5RD4gMZwGFLfRAu","The Black Eyed Peas",0.0823
2010,"30","""Fireflies""","Owl City","3DamFFqW32WihKkTVlwTYQ","Owl City",0.0294
2010,"31","""Say Aah""","Trey Songz featuring Fabolous",NA,NA,NA
2010,"32","""Find Your Love""","Drake","4BycRneKmOs6MhYG9THsuX","Drake",0.0246
2010,"33","""Alejandro""","Lady Gaga","15pu8u4n3q4BKl4tF20c5v","Lady Gaga",0.00043
2010,"34","""Ridin' Solo""","Jason Derulo","7ksYJ95P5vP87A0GH34CIk","Jason Derulo",0.128
2010,"35","""Just a Dream""","Nelly","3ZdJffjzJWFimSQyxgGIxN","Nelly",0.0413
2010,"36","""How Low""","Ludacris","1WtTLtofvcjQM3sXSMkDdX","Ludacris",0.00293
2010,"37","""Like a G6""","Far East Movement featuring The Cataracs and Dev",NA,NA,NA
2010,"38","""Carry Out""","Timbaland featuring Justin Timberlake","2DHc2e5bBn4UzY0ENVFrUl","Timbaland",0.117
2010,"39","""Haven't Met You Yet""","Michael Bublé",NA,NA,NA
2010,"40","""Club Can't Handle Me""","Flo Rida featuring David Guetta","4nZ246DJOSM0rKCYrTETnL","DJ Cover This",0.000843
2010,"41","""Down""","Jay Sean featuring Lil Wayne","6Ph28ENj0Suh79QTKmTtyY","The Karaoke Crew",0.011
2010,"42","""Bulletproof""","La Roux","6lUY6MoqGgPnA27PHYxem5","La Roux",0.000698
2010,"43","""Whatcha Say""","Jason Derulo","2zJZwWF7BTGIIvrAlgzJEx","Jason Derulo",0.0444
2010,"44","""Baby""","Justin Bieber featuring Ludacris","7dRkWbvfrhQRRwZKAod8n3","Downstairs Productions",0.0321
2010,"45","""Whataya Want from Me""","Adam Lambert","2rDwdvBma1O1eLzo29p2cr","Adam Lambert",0.00706
2010,"46","""Mine""","Taylor Swift","4Fht0mJnWPeLhALOkvFFFd","Rockabye Baby!",0.713
2010,"47","""Only Girl (In the World)""","Rihanna","6jAsmDJI8iPhGWtS27kZ67","Rihanna",0.119
2010,"48","""Live Like We're Dying""","Allen, KrisKris Allen",NA,NA,NA
2010,"49","""Hard""","Rihanna featuring Jeezy","1Y8ddVupH6D6Q4mzVCJzHO","The Karaoke Crew",0.0469
2010,"50","""Young Forever""","Jay-Z featuring Mr Hudson",NA,NA,NA
2010,"51","""Blah Blah Blah""","Kesha featuring 3OH!3",NA,NA,NA
2010,"52","""Bottoms Up""","Trey Songz featuring Nicki Minaj",NA,NA,NA
2010,"53","""Do You Remember""","Jay Sean featuring Sean Paul and Lil Jon","1AKUw7GST1IeHAK5rtcbXK","DJ Cover This",0.106
2010,"54","""All the Right Moves""","OneRepublic","5XRHGXut00SrJUFmcn2lQF","OneRepublic",0.284
2010,"55","""According to You""","Orianthi","72phhQtfwZcRweweRxxkmU","Orianthi",0.0221
2010,"56","""My Chick Bad""","Ludacris featuring Nicki Minaj","0xqdUw0XJaOWOQFy1JwpKs","Downstairs Productions",0.255
2010,"57","""You Belong with Me""","Taylor Swift","05BtbyfxVpJgVG4f4AM7cs","Rustic Rousers",0.243
2010,"58","""Meet Me Halfway""","The Black Eyed Peas","3evTG0FJEHFYmgOeFgPo0s","The Black Eyed Peas",0.00536
2010,"59","""Take It Off""","Kesha","3ubtdCmWZIuX8FuRv3S3KX","Kesha",4.62e-05
2010,"60","""Over""","Drake","6BdgtqiV3oXNqBikezwdvC","Drake",0.0113
2010,"61","""Animal""","Neon Trees","1fBl642IhJOE5U319Gy2Go","Neon Trees",0.000392
2010,"62","""Misery""","Maroon 5","6KBYk8OFtod7brGuZ3Y67q","Maroon 5",0.000416
2010,"63","""Magic""","B.o.B featuring Rivers Cuomo","4lsv0SOedWEVvKu2BJi4ly","DJ Cover This",0.0154
2010,"64","""Paparazzi""","Lady Gaga","3FF6jZY1wDHXJUUN18qsLx","Lady Gaga",0.12
2010,"65","""Tie Me Down""","New Boyz featuring Ray J","7ElAzOTRJi8GWmfxM5dxF8","DJ Cover This",0.0132
2010,"66","""Your Love""","Nicki Minaj","3bGxiCPouq52ZtI8ybMCX5","Nicki Minaj",0.00234
2010,"67","""Party in the U.S.A.""","Miley Cyrus","5Q0Nhxo0l2bP3pNjpGJwV1","Miley Cyrus",0.00124
2010,"68","""Deuces""","Chris Brown featuring Tyga and Kevin McCall","3QkXEz9TxApuk1JpDmeWnS","Chris Brown",0.0311
2010,"69","""3""","Britney Spears","2d7fRuDlFZfKIoSuf8bhGv","Britney Spears",0.0518
2010,"70","""Impossible""","Shontelle","45EDI3rk0f4cAMt9f8b56R","Shontelle",0.381
2010,"71","""Forever""","Drake featuring Kanye West, Lil Wayne and Eminem",NA,NA,NA
2010,"72","""Two Is Better Than One""","Boys Like Girls featuring Taylor Swift","7pLoJ5SKhzxzxR6Ca87rMy","DJ Cover This",0.468
2010,"73","""My First Kiss""","3OH!3 featuring Kesha",NA,NA,NA
2010,"74","""Already Gone""","Kelly Clarkson","7ceIquYtiTYlgSSm7PqUf9","Kelly Clarkson",0.217
2010,"75","""Rock That Body""","The Black Eyed Peas","5K5LbSTVuKKe1KGMNfBgIW","The Black Eyed Peas",0.0197
2010,"76","""Secrets""","OneRepublic","1NhPKVLsHhFUHIOZ32QnS2","OneRepublic",0.098
2010,"77","""Naturally""","Selena Gomez & the Scene","1YaVmBh7EAeR54FIjuFcb5","Selena Gomez & The Scene",0.0211
2010,"78","""Un-Thinkable (I'm Ready)""","Alicia Keys","7oWPV1luHvVrWZaZZe95BZ","Piano Tribute Players",0.984
2010,"79","""All I Do Is Win""","DJ Khaled featuring T-Pain, Ludacris, Snoop Dogg and Rick Ross",NA,NA,NA
2010,"80","""I Made It (Cash Money Heroes)""","Kevin Rudolf featuring Birdman, Jay Sean and Lil Wayne",NA,NA,NA
2010,"81","""Stuck Like Glue""","Sugarland","0JcKdUGNR7zI4jJDLyYXbi","Sugarland",0.322
2010,"82","""Hey Daddy (Daddy's Home)""","Usher featuring Plies",NA,NA,NA
2010,"83","""There Goes My Baby""","Usher","6tp0eVhr6SI7FWPJasG86O","Usher",0.175
2010,"84","""Today Was a Fairytale""","Taylor Swift","3BXgHHrHKUtUhz7eoSGpZa","Hushabye Baby",0.9
2010,"85","""Say Something""","Timbaland featuring Drake","7qje9qxLncMESiPeI27SAn","Timbaland",0.0912
2010,"86","""Sweet Dreams""","Beyoncé",NA,NA,NA
2010,"87","""Use Somebody""","Kings of Leon","5VGlqQANWDKJFl0MBG3sg2","Kings of Leon",0.00552
2010,"88","""Undo It""","Carrie Underwood","4Oq3R4drZZfGWdxbhKrPvb","Carrie Underwood",0.111
2010,"89","""Eenie Meenie""","Sean Kingston and Justin Bieber","7Ac7iWJMcTrCpW21U99cxP","Dancetronix 2",0.000222
2010,"90","""Right Above It""","Lil Wayne featuring Drake",NA,NA,NA
2010,"91","""The House That Built Me""","Miranda Lambert","02eD9ymfJOJOhM97HYp5R9","Miranda Lambert",0.575
2010,"92","""If I Die Young""","The Band Perry","4u26EevCNXMhlvE1xFBJwX","The Band Perry",0.402
2010,"93","""The Only Exception""","Paramore","7JIuqL4ZqkpfGKQhYlrirs","Paramore",0.144
2010,"94","""American Honey""","Lady Antebellum","4xInIiKipU1mtUogJ3ZdYr","Lady Antebellum",0.508
2010,"95","""King of Anything""","Sara Bareilles","3VA8T3rNy5V24AXxNK5u9E","Sara Bareilles",0.461
2010,"96","""Life After You""","Daughtry","4gWTBq5Jftq5CEKYpLXD8R","Daughtry",0.0534
2010,"97","""Smile""","Uncle Kracker","4ZC8hXXqu2hPcDLw9QTdtQ","Uncle Kracker",0.203
2010,"98","""Teach Me How to Dougie""","Cali Swag District","61LtVmmkGr8P9I2tSPvdpf","Cali Swag District",0.2
2010,"99","""Try Sleeping with a Broken Heart""","Alicia Keys","1yK9LISg5uBOOW5bT2Wm0i","Alicia Keys",0.158
2010,"100","""Lover, Lover""","Jerrod Niemann","5UzU0qw21okODBNUnxptVo","Jerrod Niemann",0.184
2011,"1","""Rolling in the Deep""","Adele","1CkvWZme3pRgbzaxZnTl5X","Adele",0.131
2011,"2","""Party Rock Anthem""","LMFAO featuring Lauren Bennett and GoonRock",NA,NA,NA
2011,"3","""Firework""","Katy Perry","4lCv7b86sLynZbXhfScfm2","Katy Perry",0.139
2011,"4","""E.T.""","Katy Perry featuring Kanye West",NA,NA,NA
2011,"5","""Give Me Everything""","Pitbull featuring Ne-Yo, Afrojack and Nayer","1IJYb2qBTHMoDzHgsuA86H","Various Artists",0.181
2011,"6","""Grenade""","Bruno Mars","2tJulUYLDKOg9XrtVkMgcJ","Bruno Mars",0.146
2011,"7","""Fuck You""","CeeLo Green","4ycLiPVzE5KamivXrAzGFG","CeeLo Green",0.129
2011,"8","""Super Bass""","Nicki Minaj","0iYebKFUSfF72fUu2OW6ZT","Nicki Minaj",0.282
2011,"9","""Moves like Jagger""","Maroon 5 featuring Christina Aguilera",NA,NA,NA
2011,"10","""Just Can't Get Enough""","The Black Eyed Peas","19jd1ffgFMwGpafuoqImry","The Singles",0.116
2011,"11","""On the Floor""","Jennifer Lopez featuring Pitbull",NA,NA,NA
2011,"12","""S&M""","Rihanna",NA,NA,NA
2011,"13","""Pumped Up Kicks""","Foster the People","7w87IxuO7BDcJ3YUqCyMTT","Foster The People",0.145
2011,"14","""Last Friday Night (T.G.I.F.)""","Katy Perry","455AfCsOhhLPRc68sE01D8","Katy Perry",0.00125
2011,"15","""Just the Way You Are""","Bruno Mars","7BqBn9nzAq8spo5e7cZ0dJ","Bruno Mars",0.0151
2011,"16","""Tonight (I'm Lovin' You)""","Enrique Iglesias featuring Ludacris and DJ Frank E",NA,NA,NA
2011,"17","""Raise Your Glass""","Pink","12lZTPlXwUtrQuhEty6098","P!nk",0.00629
2011,"18","""Born This Way""","Lady Gaga","6r2BECwMgEoRb5yLfp0Hca","Lady Gaga",0.0049
2011,"19","""Fuckin' Perfect""","Pink","04me89J9IYWkI9ac5kf8mW","Judson Mancebo",0.623
2011,"20","""What's My Name?""","Rihanna featuring Drake","4TfJ5GoaTa3EVkl1yrYK5W","DJ Cover This",0.167
2011,"21","""Look at Me Now""","Chris Brown featuring Lil Wayne and Busta Rhymes","7DVNiZEpZHMrVpt63zqwkm","Ameritz Karaoke Crew",0.00887
2011,"22","""Down on Me""","Jeremih featuring 50 Cent","5ME7AGe4wFH0KVaJ5NUBJs","DJ Cover This",0.00976
2011,"23","""How to Love""","Lil Wayne","4aX4Oycsk1fhHIee1zqsDe","Lil Wayne",0.000165
2011,"24","""Someone Like You""","Adele","4kflIGfjdZJW4ot2ioixTB","Adele",0.892
2011,"25","""Good Life""","OneRepublic","6OtCIsQZ64Vs1EbzztvAv4","OneRepublic",0.0929
2011,"26","""The Lazy Song""","Bruno Mars","1ExfPZEiahqhLyajhybFeS","Bruno Mars",0.332
2011,"27","""Till the World Ends""","Britney Spears","38iU2jg98IZZEIJPrP7aWD","Britney Spears",0.0228
2011,"28","""The Show Goes On""","Lupe Fiasco","4NTWZqvfQTlOMitlVn6tew","Lupe Fiasco",0.0189
2011,"29","""The Edge of Glory""","Lady Gaga","0JNdS1n0ifOP25XvhwAMgM","Lady Gaga",0.000391
2011,"30","""We R Who We R""","Ke$ha","0Ji2g9AlYLVHAMG5PJoHPU","Kesha",0.00709
2011,"31","""Black and Yellow""","Wiz Khalifa","5A6OHHy73AR5tLxgTc98zz","Wiz Khalifa",0.0646
2011,"32","""Tonight Tonight""","Hot Chelle Rae","2i0AUcEnsDm3dsqLrFWUCq","Hot Chelle Rae",0.0764
2011,"33","""Blow""","Kesha","5FQazQxWUHsJ8QDaXLdFzR","Kesha",0.00272
2011,"34","""Lighters""","Bad Meets Evil featuring Bruno Mars",NA,NA,NA
2011,"35","""If I Die Young""","The Band Perry","4u26EevCNXMhlvE1xFBJwX","The Band Perry",0.402
2011,"36","""Stereo Hearts""","Gym Class Heroes featuring Adam Levine",NA,NA,NA
2011,"37","""The Time (Dirty Bit)""","The Black Eyed Peas","7vWFaMq63AwkFDhS2OAg5u","The Black Eyed Peas",0.0782
2011,"38","""Coming Home""","Diddy – Dirty Money featuring Skylar Grey","3NffozjRKc1gVrKDK1bL3S","The Hip Hop Nation",0.00186
2011,"39","""Hey Baby (Drop It to the Floor)""","Pitbull featuring T-Pain",NA,NA,NA
2011,"40","""Only Girl (In the World)""","Rihanna","6jAsmDJI8iPhGWtS27kZ67","Rihanna",0.119
2011,"41","""6 Foot 7 Foot""","Lil Wayne featuring Cory Gunz","2D9vh7FCIJVnsepu4iqBzV","Gun Blaze",0.0387
2011,"42","""Just a Kiss""","Lady Antebellum","2nRvKHh2mtOfIQ4jcAkP9q","Lady Antebellum",0.446
2011,"43","""Dirt Road Anthem""","Jason Aldean","0adTN3vBO3pimO3yfxm9vg","Jason Aldean",0.32
2011,"44","""Dynamite""","Taio Cruz","1DqdF42leyFIzqNDv9CjId","Taio Cruz",0.00622
2011,"45","""No Hands""","Waka Flocka Flame featuring Wale and Roscoe Dash",NA,NA,NA
2011,"46","""I Wanna Go""","Britney Spears","5cCAZS9VhLGEDV4NCfieeg","Britney Spears",0.00379
2011,"47","""I'm on One""","DJ Khaled featuring Drake, Rick Ross and Lil Wayne",NA,NA,NA
2011,"48","""You Make Me Feel...""","Cobra Starship featuring Sabi",NA,NA,NA
2011,"49","""Yeah 3x""","Chris Brown","0AUIjHlr9KfbVoemhhxHS6","Chris Brown",0.000407
2011,"50","""Moment 4 Life""","Nicki Minaj featuring Drake",NA,NA,NA
2011,"51","""I Need a Doctor""","Dr. Dre featuring Eminem and Skylar Grey",NA,NA,NA
2011,"52","""Just a Dream""","Nelly","3ZdJffjzJWFimSQyxgGIxN","Nelly",0.0413
2011,"53","""Motivation""","Kelly Rowland featuring Lil Wayne",NA,NA,NA
2011,"54","""Stereo Love""","Edward Maya featuring Vika Jigulina",NA,NA,NA
2011,"55","""Jar of Hearts""","Christina Perri","0HZhYMZOcUzZKSFwPOti6m","Christina Perri",0.726
2011,"56","""Roll Up""","Wiz Khalifa","53DB6LJV9B8sz0p1s6tlGS","Wiz Khalifa",0.0524
2011,"57","""Sexy and I Know It""","LMFAO","0obBFrPYkSoBJbvHfUIhkv","LMFAO",0.115
2011,"58","""Rocketeer""","Far East Movement featuring Ryan Tedder",NA,NA,NA
2011,"59","""All of the Lights""","Kanye West featuring Rihanna",NA,NA,NA
2011,"60","""Hold It Against Me""","Britney Spears","7Dyq1bhhjknLKEGg4k5NLr","Britney Spears",0.0103
2011,"61","""More""","Usher","0aBKFfdyOD1Ttvgv0cfjjJ","Usher",0.00166
2011,"62","""What the Hell""","Avril Lavigne","5zTzDqrEmseqL2G8ElgBu7","Avril Lavigne",0.00448
2011,"63","""Written in the Stars""","Tinie Tempah featuring Eric Turner",NA,NA,NA
2011,"64","""Bottoms Up""","Trey Songz featuring Nicki Minaj",NA,NA,NA
2011,"65","""DJ Got Us Fallin' in Love""","Usher featuring Pitbull","5qxULZVAM943gPjtMaH5NX","Various Artists",0.0444
2011,"66","""For the First Time""","The Script","09ZcYBGFX16X8GMDrvqQwt","The Script",0.0328
2011,"67","""Honey Bee""","Blake Shelton","0gY2iq0xJPRoIB1PScKSw4","Blake Shelton",0.00167
2011,"68","""Don't You Wanna Stay""","Jason Aldean featuring Kelly Clarkson","4FQ6QSXFOOSh0vnUtRbxKA","DJ Cover This",0.076
2011,"69","""We Found Love""","Rihanna featuring Calvin Harris",NA,NA,NA
2011,"70","""Pretty Girl Rock""","Keri Hilson","2Adn2LNgkHMH5TelQVAu4n","Keri Hilson",0.203
2011,"71","""Yoü and I""","Lady Gaga",NA,NA,NA
2011,"72","""Like a G6""","Far East Movement featuring The Cataracs and Dev",NA,NA,NA
2011,"73","""Without You""","David Guetta featuring Usher",NA,NA,NA
2011,"74","""Back to December""","Taylor Swift","2fQuHxjCpe711Tapjd3JCO","Piano Dreamland",0.945
2011,"75","""Teenage Dream""","Katy Perry","55qBw1900pZKfXJ6Q9A2Lc","Katy Perry",0.0132
2011,"76","""Crazy Girl""","Eli Young Band","1nVLAEzhBXMJLR5zAl90Nl","Eli Young Band",6e-04
2011,"77","""Cheers (Drink to That)""","Rihanna","46MDLc0Yip6xCMSsdePOAU","Rihanna",0.019
2011,"78","""Who Says""","Selena Gomez & the Scene","3TcL0dyCMyr0kyTTc4NLgI","Selena Gomez & The Scene",0.0881
2011,"79","""Barefoot Blue Jean Night""","Jake Owen","3ts6xK5GzfMAAriT9AIBmP","Jake Owen",0.208
2011,"80","""Knee Deep""","Zac Brown Band featuring Jimmy Buffett",NA,NA,NA
2011,"81","""Country Girl (Shake It for Me)""","Luke Bryan","0yD66650JxhqKbW76C2qCo","Luke Bryan",0.0293
2011,"82","""Remind Me""","Brad Paisley and Carrie Underwood","5A4MQ47WmuAGNQx88HQYn0","Singer's Edge Karaoke",0.0278
2011,"83","""In the Dark""","Dev","1pbHy9VBpSyZh56xuujZz0","DEV",0.00331
2011,"84","""Backseat""","New Boyz featuring The Cataracs and Dev",NA,NA,NA
2011,"85","""Headlines""","Drake","7kfTqGMzIHFWeBeOJALzRf","Drake",0.341
2011,"86","""Best Thing I Never Had""","Beyoncé",NA,NA,NA
2011,"87","""Don't Wanna Go Home""","Jason Derulo","1r3myKmjWoOqRip99CmSj1","Jason Derulo",0.02
2011,"88","""Where Them Girls At""","David Guetta featuring Flo Rida and Nicki Minaj",NA,NA,NA
2011,"89","""She Ain't You""","Chris Brown","4QczAMpo49owCaNZgtoIvv","Chris Brown",0.0341
2011,"90","""Take a Back Road""","Rodney Atkins","7B6m8tHAYZsOKOKMU5SR2n","Rodney Atkins",0.183
2011,"91","""Please Don't Go""","Mike Posner","6jg5SRvdGxvJ0DzNV0UqEK","Mike Posner",0.00296
2011,"92","""Sure Thing""","Miguel","0JXXNGljqupsJaZsgSbMZV","Miguel",0.0275
2011,"93","""Price Tag""","Jessie J featuring B.o.B",NA,NA,NA
2011,"94","""God Gave Me You""","Blake Shelton","0w9LJae3sVlZlH2CnxTInF","Blake Shelton",0.00481
2011,"95","""She Will""","Lil Wayne featuring Drake",NA,NA,NA
2011,"96","""Are You Gonna Kiss Me or Not""","Thompson Square","6xtXdS8ALTfK0g9hOG1PSX","Thompson Square",0.039
2011,"97","""Animal""","Neon Trees","1fBl642IhJOE5U319Gy2Go","Neon Trees",0.000392
2011,"98","""You and Tequila""","Kenny Chesney featuring Grace Potter",NA,NA,NA
2011,"99","""Colder Weather""","Zac Brown Band","1M2l9ReoabUnvl6Y8jLUe7","Zac Brown Band",0.458
2011,"100","""My Last""","Big Sean featuring Chris Brown","34SctENwnLw7yCwgIuhRiv","Ameritz Karaoke Crew",0.0156
2012,"1","""Somebody That I Used to Know""","Gotye featuring Kimbra",NA,NA,NA
2012,"2","""Call Me Maybe""","Carly Rae Jepsen","3TGRqZ0a2l1LRblBkJoaDx","Carly Rae Jepsen",0.0123
2012,"3","""We Are Young""","Fun featuring Janelle Monáe",NA,NA,NA
2012,"4","""Payphone""","Maroon 5 featuring Wiz Khalifa",NA,NA,NA
2012,"5","""Lights""","Ellie Goulding","7gUpO6td4OOnu0Lf9vhcIV","Ellie Goulding",0.0344
2012,"6","""Glad You Came""","The Wanted","3AGOgQzp0YcPH41u9p7dOp","The Wanted",0.0643
2012,"7","""Stronger (What Doesn't Kill You)""","Kelly Clarkson","6D60klaHqbCl9ySc8VcRss","Kelly Clarkson",0.046
2012,"8","""We Found Love""","Rihanna featuring Calvin Harris",NA,NA,NA
2012,"9","""Starships""","Nicki Minaj","59RSrxkSKSixEWBAIvE5Wa","Nicki Minaj",0.167
2012,"10","""What Makes You Beautiful""","One Direction","3SPDQfj2UfWq6A2NllZnzn","One Direction",0.00761
2012,"11","""Wild Ones""","Flo Rida featuring Sia",NA,NA,NA
2012,"12","""Set Fire to the Rain""","Adele","3CKCZ9pfwAfoMZlMncA1Nc","Adele",0.00382
2012,"13","""Sexy and I Know It""","LMFAO","0obBFrPYkSoBJbvHfUIhkv","LMFAO",0.115
2012,"14","""Some Nights""","Fun","6t6oULCRS6hnI7rm0h5gwl","fun.",0.0178
2012,"15","""Wide Awake""","Katy Perry","5JLv62qFIS1DR3zGEcApRt","Katy Perry",0.0749
2012,"16","""Good Feeling""","Flo Rida","3NcO4jGK1Opb5ea0mYLpxb","Flo Rida",0.0588
2012,"17","""Whistle""","Flo Rida","0ltBH1JNzSvQJPjJpvTu9B","Flo Rida",0.0199
2012,"18","""One More Night""","Maroon 5","4XNrMwGx1SqP01sqkGTDmo","Maroon 5",0.0563
2012,"19","""Drive By""","Train","0KAiuUOrLTIkzkpfpn9jb9","Train",0.00107
2012,"20","""The Motto""","Drake featuring Lil Wayne",NA,NA,NA
2012,"21","""Where Have You Been""","Rihanna","3tyPOhuVnt5zd5kGfxbCyL","Rihanna",0.0023
2012,"22","""Everybody Talks""","Neon Trees","3528IXKpbb7OMjdjWYlbfD","Neon Trees",0.00584
2012,"23","""Take Care""","Drake featuring Rihanna",NA,NA,NA
2012,"24","""Titanium""","David Guetta featuring Sia",NA,NA,NA
2012,"25","""I Won't Give Up""","Jason Mraz","05pKAafT85jeeNhZ6kq7HT","Jason Mraz",0.694
2012,"26","""It Will Rain""","Bruno Mars","4rMNgxEwGWoPHIUcvB5BrB","Bruno Mars",0.359
2012,"27","""Mercy""","Kanye West, Big Sean, Pusha T and 2 Chainz","0nGcboaP9bA3c55gXshgEo","Lamborghini Boyz",0.0203
2012,"28","""Boyfriend""","Justin Bieber","0171XsIM2xyeXRr6wsugEI","Justin Bieber",0.0269
2012,"29","""Party Rock Anthem""","LMFAO featuring Lauren Bennett and GoonRock",NA,NA,NA
2012,"30","""Too Close""","Alex Clare","4sK96UnGx3NjBaqvfTG2dm","Alex Clare",0.0137
2012,"31","""Part of Me""","Katy Perry","1nZzRJbFvCEct3uzu04ZoL","Katy Perry",0.000417
2012,"32","""Young, Wild & Free""","Snoop Dogg and Wiz Khalifa featuring Bruno Mars",NA,NA,NA
2012,"33","""We Are Never Ever Getting Back Together""","Taylor Swift","57MBAMog95bS4z4hvo3ZL9","Rockabye Baby!",0.601
2012,"34","""As Long as You Love Me""","Justin Bieber featuring Big Sean",NA,NA,NA
2012,"35","""Turn Me On""","David Guetta featuring Nicki Minaj",NA,NA,NA
2012,"36","""Moves like Jagger""","Maroon 5 featuring Christina Aguilera",NA,NA,NA
2012,"37","""Blow Me (One Last Kiss)""","Pink","6LS6pltO7YBgjwNVhxMwtp","P!nk",0.000145
2012,"38","""Good Time""","Owl City and Carly Rae Jepsen","3j2haa2KE5LB0Rhn7sMdkZ","BYU Vocal Point",0.0236
2012,"39","""Give Your Heart a Break""","Demi Lovato","3sP3c86WFjOzHHnbhhZcLA","Demi Lovato",0.236
2012,"40","""Niggas in Paris""","Jay-Z and Kanye West",NA,NA,NA
2012,"41","""The One That Got Away""","Katy Perry","5jx8tCxiO0uIbo2uNia23K","Katy Perry",0.697
2012,"42","""Feel So Close""","Calvin Harris","1gihuPhrLraKYrJMAEONyc","Calvin Harris",0.000972
2012,"43","""Someone like You""","Adele",NA,NA,NA
2012,"44","""Scream""","Usher","5sAlmL7Qp9N9BJTADkwEt9","Usher",0.00117
2012,"45","""Rack City""","Tyga","0srwKuJPH8yBzzFUJMBQM2","Tyga",0.0471
2012,"46","""Domino""","Jessie J","6MAdEUilV2p9RQUqE5bMAK","Jessie J",0.00954
2012,"47","""Gangnam Style""","Psy","03UrZgTINDqvnUMbbIMhql","PSY",0.0055
2012,"48","""International Love""","Pitbull featuring Chris Brown",NA,NA,NA
2012,"49","""Home""","Phillip Phillips","2ZQyksYO4zzhyHNcueL0CP","Phillip Phillips",0.0215
2012,"50","""Without You""","David Guetta featuring Usher",NA,NA,NA
2012,"51","""Ass Back Home""","Gym Class Heroes featuring Neon Hitch",NA,NA,NA
2012,"52","""Wanted""","Hunter Hayes","0p1BcEcYVO3uk4KDf3gzkY","Hunter Hayes",0.268
2012,"53","""Drunk on You""","Luke Bryan","3b7CDTKB0SRTmQ6ytYi5vZ","Luke Bryan",0.178
2012,"54","""No Lie""","2 Chainz featuring Drake",NA,NA,NA
2012,"55","""Want U Back""","Cher Lloyd","6E11E0lT5Zy7yb6iT3y8DN","Cher Lloyd",0.0562
2012,"56","""Don't Wake Me Up""","Chris Brown","12Ns5IphkblPmHxpRILG9t","Chris Brown",0.0548
2012,"57","""Dance (A$$)""","Big Sean featuring Nicki Minaj",NA,NA,NA
2012,"58","""Springsteen""","Eric Church","05ZACkzW8YbRq3eFgIfSNB","Eric Church",0.1
2012,"59","""Brokenhearted""","Karmin","4urcG6Nfubqsuqy3juMjBi","Karmin",0.00765
2012,"60","""Not Over You""","Gavin DeGraw","6j7hih15xG2cdYwIJnQXsq","Gavin DeGraw",0.255
2012,"61","""Stereo Hearts""","Gym Class Heroes featuring Adam Levine",NA,NA,NA
2012,"62","""Back in Time""","Pitbull","2U2ONBrf1HJCDxQlynpD6J","Pitbull",0.00191
2012,"63","""Work Out""","J. Cole","6rbeWjEavBHvX2kr6lSogS","J. Cole",0.0531
2012,"64","""Rumour Has It""","Adele","76N7FdzCI9OsiUnzJVLY2m","Adele",0.637
2012,"65","""Let's Go""","Calvin Harris featuring Ne-Yo",NA,NA,NA
2012,"66","""Good Girl""","Carrie Underwood","20DfkHC5grnKNJCzZQB6KC","Carrie Underwood",0.0286
2012,"67","""Pontoon""","Little Big Town","2Gy3XMLbBxACZ4tXdFRGr7","Little Big Town",0.413
2012,"68","""Ho Hey""","The Lumineers","0W4Kpfp1w2xkY3PrV714B7","The Lumineers",0.794
2012,"69","""Paradise""","Coldplay","6nek1Nin9q48AVZcWs9e9D","Coldplay",0.0522
2012,"70","""Blown Away""","Carrie Underwood","0vFMQi8ZnOM2y8cuReZTZ2","Carrie Underwood",0.0909
2012,"71","""Rolling in the Deep""","Adele","1CkvWZme3pRgbzaxZnTl5X","Adele",0.131
2012,"72","""Climax""","Usher","6cNajGUxKP53LIg0LzlfQt","Usher",0.547
2012,"73","""Work Hard, Play Hard""","Wiz Khalifa","1ms5tNNdPouTtcD2oVF9Oz","Wiz Khalifa",0.0409
2012,"74","""Let Me Love You (Until You Learn to Love Yourself)""","Ne-Yo","1Ejsu5JglwIgrFW7Bt2GuL","Ne-Yo",0.262
2012,"75","""Pound the Alarm""","Nicki Minaj","5kcE7pp02ezLZaUbbMv3Iq","Nicki Minaj",0.0465
2012,"76","""Come Over""","Kenny Chesney","6BCrbWBpb8d6KWmEqZ41tr","Kenny Chesney",0.1
2012,"77","""Heart Attack""","Trey Songz","1J36RjF8Mx8Yp2QWvFSPmv","Trey Songz",0.0683
2012,"78","""Drank in My Cup""","Kirko Bangz","3m8CQnnfJJp4eQMWWl3zay","Kirko Bangz",0.0114
2012,"79","""Birthday Cake""","Rihanna featuring Chris Brown",NA,NA,NA
2012,"80","""So Good""","B.o.B","28GUjBGqZVcAV4PHSYzkj2","B.o.B",0.0403
2012,"81","""50 Ways to Say Goodbye""","Train","2NniAhAtkRACaMeYt48xlD","Train",0.000284
2012,"82","""Red Solo Cup""","Toby Keith","47nm8czanMUzIqHsnr5x61","Toby Keith",0.244
